season,reception,passing_yards,pass_touchdown,rush_touchdown,interception,fumble_lost,rushing_yards,two_pt,receiving_yards,receive_touchdown,id,fantasy_pts
2018,17,0.0,0.0,0.0,0.0,1.0,26.0,1.0,209.0,2.0,00-0025396,52.5
2019,30,0.0,0.0,0.0,0.0,0.0,18.0,0.0,421.0,2.0,00-0025396,85.9
2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,00-0025396,7.0
2007,0,15.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,00-0024824,-0.7000000000000001
2009,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0024824,0.12
2007,13,0.0,0.0,3.0,0.0,0.0,533.0,0.0,77.0,1.0,00-0022206,98.00000000000001
2007,2,0.0,0.0,1.0,0.0,1.0,190.0,0.0,12.0,0.0,00-0025637,26.2
2008,5,0.0,0.0,1.0,0.0,0.0,355.0,0.0,42.0,1.0,00-0025637,56.7
2009,21,0.0,0.0,7.0,0.0,2.0,778.0,0.0,207.0,0.0,00-0025637,157.5
2010,47,0.0,0.0,8.0,0.0,6.0,1235.0,1.0,314.0,0.0,00-0025637,239.9
2011,34,0.0,0.0,9.0,0.0,1.0,659.0,1.0,267.0,2.0,00-0025637,192.60000000000002
2012,23,0.0,0.0,6.0,0.0,3.0,1015.0,0.0,245.0,0.0,00-0025637,179.0
2013,7,0.0,0.0,2.0,0.0,0.0,186.0,0.0,42.0,0.0,00-0025637,41.800000000000004
2014,38,0.0,0.0,2.0,0.0,2.0,425.0,0.0,300.0,6.0,00-0025637,154.5
2015,10,0.0,0.0,0.0,0.0,0.0,85.0,0.0,64.0,3.0,00-0025637,42.9
2007,16,0.0,0.0,1.0,0.0,0.0,267.0,0.0,130.0,0.0,00-0025450,61.7
2008,30,0.0,0.0,1.0,0.0,0.0,248.0,0.0,185.0,0.0,00-0025450,79.3
2009,21,0.0,0.0,2.0,0.0,0.0,111.0,1.0,187.0,1.0,00-0025450,70.8
2010,43,0.0,0.0,3.0,0.0,0.0,703.0,0.0,342.0,1.0,00-0025450,171.5
2012,2,0.0,0.0,0.0,0.0,0.0,54.0,0.0,20.0,0.0,00-0025450,9.4
2007,9,0.0,0.0,4.0,0.0,0.0,203.0,0.0,73.0,0.0,00-0025615,60.599999999999994
2008,3,0.0,0.0,1.0,0.0,0.0,110.0,0.0,30.0,0.0,00-0025615,23.0
2009,2,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,00-0025615,5.800000000000001
2007,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0022791,-2.0
2007,12,0.0,0.0,0.0,0.0,0.0,68.0,0.0,49.0,0.0,00-0022434,23.700000000000003
2008,5,0.0,0.0,0.0,0.0,0.0,35.0,0.0,27.0,0.0,00-0022434,11.2
2009,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,00-0022434,1.5
2007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0025406,0.0
2006,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,00-0024259,7.5
2007,21,0.0,0.0,0.0,0.0,1.0,4.0,0.0,225.0,0.0,00-0024259,41.9
2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,2.0,00-0024259,39.3
2009,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,00-0024259,6.8
2005,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,00-0022397,6.9
2006,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,00-0022397,18.1
2007,25,0.0,0.0,1.0,0.0,1.0,2.0,0.0,108.0,2.0,00-0022397,52.0
2008,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,103.0,0.0,00-0022397,28.400000000000002
2009,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,1.0,00-0022397,41.5
2010,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,00-0022397,17.1
2011,15,0.0,0.0,0.0,0.0,0.0,35.0,0.0,69.0,0.0,00-0022397,25.4
2012,21,0.0,0.0,1.0,0.0,0.0,32.0,0.0,143.0,0.0,00-0022397,44.5
2013,11,0.0,0.0,0.0,0.0,0.0,23.0,0.0,47.0,1.0,00-0022397,24.0
2007,5,0.0,0.0,0.0,0.0,3.0,19.0,0.0,38.0,0.0,00-0025515,4.700000000000001
2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,00-0025515,5.1
2007,0,0.0,0.0,0.0,0.0,1.0,-15.0,0.0,0.0,0.0,00-0022875,-3.5
2007,48,0.0,0.0,1.0,0.0,0.0,52.0,0.0,756.0,4.0,00-0025389,158.8
2008,78,0.0,0.0,0.0,0.0,2.0,-1.0,1.0,1331.0,12.0,00-0025389,281.0
2009,67,0.0,0.0,0.0,0.0,2.0,73.0,0.0,984.0,5.0,00-0025389,198.7
2010,77,0.0,0.0,0.0,0.0,0.0,32.0,1.0,1120.0,12.0,00-0025389,266.2
2011,97,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1686.0,16.0,00-0025389,360.70000000000005
2012,122,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1964.0,5.0,00-0025389,342.4
2013,84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1492.0,12.0,00-0025389,303.20000000000005
2014,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,8.0,00-0025389,226.7
2015,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1214.0,9.0,00-0025389,261.4
2007,9,0.0,0.0,0.0,0.0,1.0,18.0,0.0,55.0,1.0,00-0025524,20.3
2008,19,0.0,0.0,10.0,0.0,1.0,907.0,0.0,123.0,1.0,00-0025524,186.0
2009,21,0.0,0.0,2.0,0.0,0.0,180.0,0.0,141.0,0.0,00-0025524,65.1
2010,21,0.0,0.0,0.0,0.0,0.0,85.0,0.0,134.0,0.0,00-0025524,42.9
2011,14,0.0,0.0,1.0,0.0,0.0,51.0,0.0,82.0,1.0,00-0025524,39.300000000000004
2012,8,0.0,0.0,0.0,0.0,0.0,42.0,0.0,29.0,0.0,00-0025524,15.1
2013,2,0.0,0.0,0.0,0.0,0.0,32.0,0.0,6.0,0.0,00-0025524,5.800000000000001
2007,1,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,36.0,0.0,00-0025461,2.5
2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,00-0025461,11.3
2009,1,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,7.0,0.0,00-0025461,1.5
2010,2,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,17.0,0.0,00-0025461,3.3000000000000003
2007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0025442,0.0
2008,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,00-0025442,-4.0
2010,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0025442,-2.0
2007,0,1630.0,7.0,0.0,8.0,0.0,49.0,0.0,0.0,0.0,00-0025479,82.10000000000001
2008,0,2699.0,11.0,3.0,10.0,5.0,117.0,1.0,0.0,0.0,00-0025479,153.66
2009,0,1169.0,6.0,0.0,7.0,0.0,106.0,0.0,0.0,0.0,00-0025479,67.35999999999999
2010,0,521.0,2.0,0.0,5.0,0.0,58.0,0.0,0.0,0.0,00-0025479,24.64
2012,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0025479,0.56
2007,3,0.0,0.0,0.0,0.0,1.0,94.0,0.0,17.0,0.0,00-0025498,12.100000000000001
2007,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0023234,-2.0
2009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0023234,0.0
2012,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0023234,-2.0
2013,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0023234,0.0
2007,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,00-0024340,8.1
2008,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0024340,-2.0
2006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,00-0024174,1.3
2007,15,0.0,0.0,0.0,0.0,2.0,2.0,0.0,136.0,1.0,00-0024174,30.8
2008,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,1.0,00-0024174,9.6
2007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0023252,0.0
2007,0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,00-0025477,7.6
2008,6,0.0,0.0,1.0,0.0,1.0,9.0,0.0,42.0,0.0,00-0025477,15.100000000000001
2007,0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,00-0025423,-2.2
2008,0,144.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,00-0025423,-2.04
2009,0,741.0,4.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,00-0025423,44.14
2010,0,1197.0,7.0,0.0,7.0,3.0,66.0,0.0,0.0,0.0,00-0025423,62.48
2011,0,1955.0,9.0,0.0,8.0,3.0,65.0,0.0,0.0,0.0,00-0025423,98.7
2012,0,1169.0,8.0,1.0,3.0,2.0,100.0,0.0,0.0,0.0,00-0025423,84.75999999999999
2007,1,0.0,0.0,0.0,0.0,1.0,-8.0,0.0,5.0,0.0,00-0024345,-1.2999999999999998
2008,43,0.0,0.0,0.0,0.0,0.0,26.0,1.0,596.0,2.0,00-0024345,119.2
2009,15,0.0,0.0,0.0,0.0,2.0,0.0,0.0,187.0,1.0,00-0024345,35.7
2011,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,00-0024345,15.0
2012,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,2.0,00-0024345,107.7
2013,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,00-0024345,18.5
2007,30,0.0,0.0,8.0,0.0,1.0,956.0,0.0,147.0,0.0,00-0022984,186.3
2008,18,0.0,0.0,4.0,0.0,3.0,1203.0,0.0,116.0,1.0,00-0022984,173.9
2009,25,0.0,0.0,11.0,0.0,1.0,1253.0,0.0,197.0,0.0,00-0022984,234.0
2010,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,00-0022984,4.5
2011,19,0.0,0.0,2.0,0.0,1.0,559.0,0.0,268.0,1.0,00-0022984,117.7
2012,1,0.0,0.0,2.0,0.0,1.0,132.0,0.0,34.0,0.0,00-0022984,27.6
2007,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,00-0023384,0.4
2008,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,00-0023384,3.5
2007,30,0.0,0.0,0.0,0.0,0.0,303.0,0.0,183.0,0.0,00-0025439,78.6
2008,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,00-0025439,0.7000000000000001
2009,30,0.0,0.0,0.0,0.0,1.0,84.0,1.0,217.0,0.0,00-0025439,60.1
2010,20,0.0,0.0,0.0,0.0,0.0,61.0,0.0,137.0,1.0,00-0025439,45.800000000000004
2011,22,0.0,0.0,0.0,0.0,0.0,85.0,0.0,210.0,0.0,00-0025439,51.5
2012,11,0.0,0.0,0.0,0.0,0.0,106.0,0.0,67.0,0.0,00-0025439,28.3
2013,29,0.0,0.0,0.0,0.0,0.0,182.0,0.0,179.0,0.0,00-0025439,65.10000000000001
2014,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,00-0025439,2.5
2005,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,2.0,00-0023570,62.900000000000006
2006,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,00-0023570,20.1
2007,55,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,719.0,4.0,00-0023570,149.2
2010,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,00-0023570,18.9
2007,9,0.0,0.0,0.0,0.0,0.0,85.0,0.0,117.0,0.0,00-0025480,29.200000000000003
2008,0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,00-0025480,6.9
2009,2,0.0,0.0,1.0,0.0,0.0,120.0,0.0,12.0,0.0,00-0025480,21.2
2010,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,00-0025480,0.8
2007,2,0.0,0.0,0.0,0.0,1.0,9.0,0.0,10.0,0.0,00-0022290,1.9
2007,4,0.0,0.0,0.0,0.0,0.0,13.0,0.0,29.0,1.0,00-0022529,14.200000000000001
2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,00-0022529,9.0
2009,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,00-0022529,10.1
2006,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,00-0022746,18.0
2007,7,0.0,0.0,0.0,0.0,1.0,7.0,0.0,57.0,0.0,00-0022746,11.4
2008,2,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,00-0022746,3.9000000000000004
2009,6,0.0,0.0,0.0,0.0,0.0,7.0,0.0,52.0,2.0,00-0022746,23.9
2010,4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,0.0,00-0022746,7.2
2007,1,0.0,0.0,2.0,0.0,0.0,87.0,0.0,6.0,0.0,00-0023251,22.300000000000004
2008,0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,00-0023251,7.9
2009,2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,0.0,00-0023251,4.0
2007,2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,00-0025568,3.0
2010,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,00-0025568,4.0
2011,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,00-0025568,2.2
2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,00-0025568,1.7000000000000002
2007,6,0.0,0.0,0.0,0.0,2.0,3.0,0.0,48.0,0.0,00-0025486,7.1000000000000005
2008,22,0.0,0.0,0.0,0.0,1.0,34.0,0.0,366.0,4.0,00-0025486,84.0
2009,19,0.0,0.0,0.0,0.0,1.0,21.0,0.0,263.0,0.0,00-0025486,45.400000000000006
2010,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,00-0025486,20.34
2007,0,730.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,00-0025708,31.700000000000003
2009,0,1053.0,8.0,0.0,2.0,0.0,-3.0,0.0,0.0,0.0,00-0025708,69.82000000000001
2010,0,857.0,5.0,0.0,10.0,2.0,25.0,0.0,0.0,0.0,00-0025708,32.78
2011,0,2497.0,16.0,2.0,9.0,6.0,65.0,0.0,0.0,0.0,00-0025708,152.38
2012,0,131.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,00-0025708,8.94
2013,0,53.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,00-0025708,-1.88
2014,0,21.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,00-0025708,0.6399999999999999
2015,0,14.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,00-0025708,0.36000000000000004
2016,0,721.0,8.0,0.0,3.0,0.0,-1.0,0.0,0.0,0.0,00-0025708,54.74
2017,0,861.0,4.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,00-0025708,41.339999999999996
2019,0,659.0,4.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,00-0025708,42.26
2007,19,0.0,0.0,1.0,0.0,0.0,251.0,1.0,152.0,1.0,00-0024813,73.3
2008,31,0.0,0.0,9.0,0.0,1.0,625.0,0.0,284.0,3.0,00-0024813,191.9
2009,39,0.0,0.0,6.0,0.0,1.0,793.0,0.0,302.0,2.0,00-0024813,194.5
2010,29,0.0,0.0,2.0,0.0,0.0,269.0,0.0,201.0,0.0,00-0024813,88.0
2011,50,0.0,0.0,5.0,0.0,1.0,562.0,0.0,425.0,1.0,00-0024813,182.7
2012,39,0.0,0.0,1.0,0.0,0.0,473.0,0.0,354.0,1.0,00-0024813,133.70000000000002
2013,77,0.0,0.0,2.0,0.0,1.0,549.0,0.0,513.0,3.0,00-0024813,211.20000000000002
2014,45,0.0,0.0,2.0,0.0,0.0,222.0,0.0,378.0,1.0,00-0024813,123.0
2015,9,0.0,0.0,0.0,0.0,0.0,64.0,0.0,84.0,0.0,00-0024813,23.8
1999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,00-0018227,2.9000000000000004
2000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,00-0018227,1.8
2007,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0018227,-2.0
2015,0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,00-0018227,-0.30000000000000004
2004,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,00-0022943,3.6
2005,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,441.0,4.0,00-0022943,95.1
2006,50,0.0,0.0,0.0,0.0,2.0,0.0,0.0,657.0,3.0,00-0022943,129.7
2007,36,0.0,0.0,0.0,0.0,0.0,11.0,0.0,389.0,6.0,00-0022943,112.0
2008,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,209.0,2.0,00-0022943,52.900000000000006
2009,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,5.0,00-0022943,99.4
2010,68,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,763.0,3.0,00-0022943,162.2
2011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,2.0,00-0022943,90.0
2012,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,3.0,00-0022943,117.1
2013,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,2.0,00-0022943,53.6
2014,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,2.0,00-0022943,45.6
2015,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,825.0,6.0,00-0022943,190.5
2017,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,4.0,00-0022943,137.2
2018,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,2.0,00-0022943,87.0
2019,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,00-0022943,34.3
2007,2,0.0,0.0,1.0,0.0,0.0,64.0,0.0,15.0,0.0,00-0024698,15.9
2007,8,0.0,0.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,00-0025529,18.0
2008,77,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1003.0,3.0,00-0025529,196.10000000000002
2009,55,0.0,0.0,0.0,0.0,1.0,44.0,0.0,712.0,3.0,00-0025529,146.60000000000002
2010,47,17.0,0.0,0.0,0.0,0.0,35.0,0.0,718.0,1.0,00-0025529,128.98
2011,61,0.0,0.0,0.0,0.0,0.0,25.0,0.0,785.0,2.0,00-0025529,154.0
2012,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,00-0025529,14.4
2007,3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,00-0023714,4.7
2007,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0024374,-2.0
2007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0024453,0.0
2006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,00-0023310,2.0
2007,32,0.0,0.0,1.0,0.0,1.0,7.0,0.0,302.0,2.0,00-0023310,78.9
2008,79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,930.0,10.0,00-0023310,230.0
2009,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,2.0,00-0023310,41.3
2010,66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,763.0,8.0,00-0023310,188.3
2011,52,0.0,0.0,0.0,0.0,0.0,0.0,2.0,627.0,8.0,00-0023310,166.7
2012,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.0,6.0,00-0023310,205.10000000000002
2013,37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,457.0,2.0,00-0023310,92.7
2014,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.0,2.0,00-0023310,47.8
2015,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,337.0,4.0,00-0023310,84.7
2007,3,0.0,0.0,0.0,0.0,0.0,139.0,0.0,15.0,0.0,00-0025494,18.4
2008,18,0.0,0.0,0.0,0.0,0.0,295.0,0.0,129.0,0.0,00-0025494,60.4
2007,8,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,101.0,0.0,00-0024358,17.700000000000003
2008,1,5.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,00-0024358,2.1
2007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0023918,0.0
2008,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0023918,-2.0
2007,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0022077,-2.0
2007,2,0.0,0.0,1.0,0.0,0.0,47.0,0.0,20.0,0.0,00-0024172,14.7
2008,19,0.0,0.0,1.0,0.0,0.0,88.0,0.0,275.0,2.0,00-0024172,73.3
2009,3,0.0,0.0,0.0,0.0,0.0,36.0,0.0,23.0,0.0,00-0024172,8.9
2010,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,2.0,00-0024172,29.1
2007,4,0.0,0.0,0.0,0.0,0.0,183.0,0.0,19.0,0.0,00-0023806,24.2
2008,2,0.0,0.0,0.0,0.0,0.0,8.0,0.0,49.0,0.0,00-0023806,7.7
2007,6,0.0,0.0,2.0,0.0,0.0,119.0,0.0,53.0,0.0,00-0025437,35.2
2008,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,00-0025437,0.30000000000000004
2006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,00-0024465,3.7
2007,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131.0,1.0,00-0024465,29.1
2008,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,2.0,00-0024465,55.1
2009,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,00-0024465,75.0
2010,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,00-0024465,22.700000000000003
2011,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.0,00-0024465,20.9
2007,22,0.0,0.0,0.0,0.0,0.0,300.0,0.0,190.0,0.0,00-0024204,71.0
2008,37,0.0,0.0,3.0,0.0,1.0,560.0,0.0,317.0,0.0,00-0024204,140.7
2009,46,27.0,1.0,2.0,0.0,2.0,1062.0,0.0,368.0,2.0,00-0024204,214.08
2010,31,0.0,0.0,5.0,0.0,2.0,927.0,0.0,215.0,2.0,00-0024204,183.2
2011,39,0.0,0.0,6.0,0.0,2.0,934.0,0.0,442.0,0.0,00-0024204,208.60000000000002
2012,34,0.0,0.0,3.0,0.0,4.0,437.0,0.0,217.0,1.0,00-0024204,115.4
2013,47,0.0,0.0,9.0,0.0,0.0,890.0,0.0,387.0,1.0,00-0024204,234.7
2014,66,0.0,0.0,2.0,0.0,0.0,525.0,1.0,501.0,1.0,00-0024204,188.6
2015,32,0.0,0.0,0.0,0.0,1.0,100.0,0.0,257.0,2.0,00-0024204,77.7
2007,2,0.0,0.0,2.0,0.0,0.0,216.0,0.0,69.0,0.0,00-0023764,42.5
2008,3,0.0,0.0,0.0,0.0,2.0,144.0,0.0,25.0,0.0,00-0023764,15.9
2007,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,0.0,00-0025505,3.5
2002,74,0.0,0.0,0.0,0.0,2.0,0.0,0.0,894.0,2.0,00-0021148,171.4
2003,49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,562.0,2.0,00-0021148,115.2
2004,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,6.0,00-0021148,163.60000000000002
2005,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,891.0,7.0,00-0021148,198.10000000000002
2006,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,7.0,00-0021148,170.3
2007,57,0.0,0.0,0.0,0.0,0.0,6.0,0.0,619.0,3.0,00-0021148,137.5
2008,50,0.0,0.0,0.0,0.0,2.0,0.0,0.0,483.0,0.0,00-0021148,94.30000000000001
2009,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,3.0,00-0021148,122.9
2010,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,3.0,00-0021148,99.80000000000001
2011,37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,455.0,4.0,00-0021148,104.5
2007,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,00-0025794,1.6
2007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0022777,0.0
2007,22,0.0,0.0,2.0,0.0,0.0,407.0,0.0,148.0,0.0,00-0025535,89.5
2008,10,0.0,0.0,1.0,0.0,0.0,100.0,0.0,52.0,0.0,00-0025535,31.2
2009,2,0.0,0.0,0.0,0.0,0.0,33.0,0.0,9.0,0.0,00-0025535,6.200000000000001
2007,0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,00-0025488,-2.2
2011,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0025488,0.0
2012,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00-0025488,2.0
2007,0,559.0,1.0,1.0,3.0,5.0,12.0,1.0,0.0,0.0,00-0025427,19.56
2011,0,858.0,2.0,2.0,4.0,1.0,43.0,1.0,0.0,0.0,00-0025427,50.62
2007,31,94.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,4.0,00-0025431,98.36
2008,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,4.0,00-0025431,53.1
2009,84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1312.0,8.0,00-0025431,261.20000000000005
2010,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,2.0,00-0025431,57.0
2011,32,55.0,0.0,0.0,0.0,0.0,3.0,0.0,484.0,2.0,00-0025431,94.9
2012,50,25.0,0.0,0.0,0.0,0.0,6.0,0.0,748.0,7.0,00-0025431,168.39999999999998
2013,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,231.0,3.0,00-0025431,54.1
2007,0,0.0,0.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,00-0025631,10.3
2008,8,0.0,0.0,0.0,0.0,0.0,62.0,0.0,89.0,0.0,00-0025631,23.1
2009,30,0.0,0.0,4.0,0.0,1.0,613.0,0.0,259.0,1.0,00-0025631,145.20000000000002
2010,44,0.0,0.0,2.0,0.0,0.0,324.0,0.0,303.0,3.0,00-0025631,136.70000000000002
2011,26,0.0,0.0,0.0,0.0,0.0,151.0,0.0,179.0,1.0,00-0025631,65.0
2012,31,0.0,0.0,0.0,0.0,1.0,63.0,0.0,203.0,1.0,00-0025631,61.599999999999994
2013,29,0.0,0.0,1.0,0.0,0.0,164.0,0.0,216.0,3.0,00-0025631,91.0
