season,reception,passing_yards,pass_touchdown,rush_touchdown,interception,fumble_lost,rushing_yards,two_pt,receiving_yards,receive_touchdown,id,fantasy_pts
2004,0,264.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,00-0020480,8.56
2005,0,462.0,4.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,00-0020480,29.980000000000004
2006,0,265.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,00-0020480,21.1
2007,0,1684.0,15.0,1.0,12.0,3.0,51.0,1.0,0.0,0.0,00-0020480,110.46
2008,0,1431.0,6.0,0.0,10.0,2.0,37.0,0.0,0.0,0.0,00-0020480,60.94000000000001
2010,0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,00-0020480,-0.30000000000000004
2002,39,0.0,0.0,0.0,0.0,1.0,8.0,0.0,485.0,4.0,00-0021236,110.3
2003,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,2.0,00-0021236,120.80000000000001
2004,73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,791.0,4.0,00-0021236,178.10000000000002
2005,60,0.0,0.0,0.0,0.0,1.0,0.0,0.0,582.0,5.0,00-0021236,146.2
2006,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,3.0,00-0021236,144.0
2007,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,3.0,00-0021236,99.9
2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,00-0021236,24.9
2009,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,1.0,00-0021236,73.2
2010,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,2.0,00-0021236,54.1
2011,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,00-0021236,57.1
2012,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,00-0021236,14.100000000000001
2002,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0021337,-2.0
2003,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,00-0021337,8.1
2004,50,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,679.0,6.0,00-0021337,153.60000000000002
2005,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,00-0021337,3.2
2006,62,0.0,0.0,0.0,1.0,0.0,4.0,0.0,727.0,1.0,00-0021337,139.10000000000002
2007,55,0.0,0.0,0.0,0.0,0.0,1.0,2.0,717.0,4.0,00-0021337,154.8
2008,19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,181.0,2.0,00-0021337,49.2
2002,13,0.0,0.0,8.0,0.0,2.0,336.0,0.0,81.0,0.0,00-0020700,98.69999999999999
2003,1,0.0,0.0,2.0,0.0,0.0,60.0,1.0,-4.0,0.0,00-0020700,20.6
2004,7,0.0,0.0,0.0,0.0,0.0,19.0,0.0,36.0,3.0,00-0020700,30.5
2005,3,0.0,0.0,0.0,0.0,0.0,15.0,0.0,28.0,0.0,00-0020700,7.300000000000001
2001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,00-0020381,11.8
2002,19,0.0,0.0,0.0,0.0,0.0,18.0,0.0,301.0,2.0,00-0020381,62.9
2003,47,0.0,0.0,0.0,0.0,1.0,13.0,0.0,813.0,7.0,00-0020381,169.60000000000002
2004,56,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,770.0,4.0,00-0020381,156.5
2005,43,0.0,0.0,0.0,0.0,0.0,8.0,0.0,713.0,2.0,00-0020381,127.1
2006,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,345.0,1.0,00-0020381,61.5
2007,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,00-0020381,42.2
2008,31,0.0,0.0,0.0,0.0,2.0,4.0,0.0,416.0,0.0,00-0020381,69.0
2002,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,00-0020780,1.6
2003,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,00-0020780,4.9
2004,13,0.0,0.0,0.0,0.0,1.0,4.0,0.0,168.0,0.0,00-0020780,28.200000000000003
2005,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,1.0,00-0020780,58.7
2002,13,0.0,0.0,0.0,0.0,0.0,11.0,0.0,176.0,3.0,00-0020754,49.7
2003,25,0.0,0.0,0.0,0.0,1.0,71.0,0.0,519.0,4.0,00-0020754,106.0
2004,19,0.0,0.0,0.0,0.0,1.0,4.0,0.0,364.0,1.0,00-0020754,59.8
2002,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,00-0018981,3.6
2002,42,0.0,0.0,0.0,0.0,0.0,2.0,0.0,594.0,8.0,00-0021147,149.60000000000002
2003,25,0.0,0.0,0.0,0.0,1.0,3.0,0.0,485.0,4.0,00-0021147,95.8
2004,58,0.0,0.0,0.0,0.0,0.0,37.0,0.0,767.0,5.0,00-0021147,168.4
2005,70,0.0,0.0,0.0,0.0,1.0,2.0,0.0,945.0,7.0,00-0021147,204.7
2006,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,5.0,00-0021147,140.5
2007,46,0.0,0.0,0.0,0.0,0.0,12.0,0.0,697.0,3.0,00-0021147,134.9
2008,17,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,170.0,1.0,00-0021147,39.6
2010,2,0.0,0.0,0.0,0.0,1.0,45.0,0.0,82.0,0.0,00-0021147,12.700000000000001
2011,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,309.0,2.0,00-0021147,65.0
2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,00-0021147,13.3
2002,3,0.0,0.0,0.0,0.0,0.0,19.0,0.0,44.0,0.0,00-0020820,9.3
2003,5,0.0,0.0,0.0,0.0,0.0,17.0,0.0,54.0,0.0,00-0020820,12.100000000000001
2004,2,0.0,0.0,3.0,0.0,0.0,392.0,0.0,17.0,0.0,00-0020820,60.900000000000006
2007,27,0.0,0.0,1.0,0.0,1.0,515.0,0.0,161.0,0.0,00-0020820,98.6
2008,2,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,00-0020820,3.3
2002,2,0.0,0.0,0.0,0.0,1.0,38.0,0.0,-3.0,0.0,00-0020692,3.5
2003,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00-0020692,0.1
2004,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,00-0020692,0.9
2005,0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,00-0020692,-2.3
2006,2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,00-0020692,3.4
2007,0,0.0,0.0,0.0,0.0,2.0,-3.0,0.0,0.0,0.0,00-0020692,-4.3
1999,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,00-0004386,5.2
2002,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,192.0,2.0,00-0004386,51.2
2003,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,00-0004386,48.0
2002,0,66.0,0.0,0.0,2.0,1.0,20.0,0.0,0.0,0.0,00-0021206,-1.3599999999999999
2003,0,1018.0,5.0,1.0,6.0,2.0,164.0,0.0,0.0,0.0,00-0021206,67.12
2004,1,2511.0,11.0,2.0,10.0,5.0,112.0,1.0,-5.0,0.0,00-0021206,140.14
2005,0,1832.0,9.0,0.0,11.0,3.0,139.0,0.0,0.0,0.0,00-0021206,95.18
2006,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,00-0021206,3.5
2007,0,1151.0,10.0,0.0,11.0,4.0,149.0,1.0,0.0,0.0,00-0021206,72.94
2008,0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,00-0021206,-0.30000000000000004
2009,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0021206,0.08
2011,0,414.0,2.0,0.0,4.0,0.0,68.0,1.0,0.0,0.0,00-0021206,25.36
2013,0,1829.0,13.0,1.0,1.0,1.0,69.0,1.0,0.0,0.0,00-0021206,136.06
2014,0,2206.0,11.0,3.0,14.0,4.0,127.0,0.0,0.0,0.0,00-0021206,126.94000000000001
2015,0,2109.0,12.0,1.0,4.0,6.0,98.0,2.0,0.0,0.0,00-0021206,132.16000000000003
2016,0,1100.0,6.0,0.0,6.0,4.0,21.0,1.0,0.0,0.0,00-0021206,52.1
2017,0,2926.0,18.0,5.0,9.0,4.0,124.0,0.0,0.0,0.0,00-0021206,205.44000000000003
2018,0,539.0,1.0,0.0,4.0,0.0,32.0,0.0,0.0,0.0,00-0021206,20.759999999999998
2019,0,24.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,00-0021206,0.76
2002,11,0.0,0.0,0.0,0.0,0.0,22.0,0.0,121.0,1.0,00-0021357,31.3
2003,18,0.0,0.0,4.0,0.0,2.0,411.0,0.0,176.0,0.0,00-0021357,96.69999999999999
2004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0021357,0.0
2005,2,0.0,0.0,2.0,0.0,1.0,199.0,0.0,23.0,0.0,00-0021357,34.2
2006,0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,00-0021357,-0.5
2007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0021357,0.0
2008,1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,-7.0,0.0,00-0021357,1.7000000000000002
2009,27,0.0,0.0,0.0,0.0,0.0,228.0,0.0,242.0,1.0,00-0021357,80.0
2010,1,0.0,0.0,0.0,0.0,0.0,22.0,0.0,10.0,0.0,00-0021357,4.2
2011,4,0.0,0.0,0.0,0.0,0.0,45.0,0.0,24.0,0.0,00-0021357,10.9
2002,3,0.0,0.0,1.0,0.0,0.0,101.0,0.0,18.0,0.0,00-0021306,20.900000000000002
2003,1,0.0,0.0,0.0,0.0,0.0,70.0,0.0,5.0,0.0,00-0021306,8.5
2004,2,0.0,0.0,0.0,0.0,0.0,19.0,0.0,30.0,0.0,00-0021306,6.9
2005,7,0.0,0.0,2.0,0.0,0.0,391.0,0.0,48.0,0.0,00-0021306,62.900000000000006
2006,6,0.0,0.0,2.0,0.0,0.0,41.0,0.0,88.0,0.0,00-0021306,30.900000000000002
2007,51,9.0,1.0,3.0,0.0,2.0,510.0,0.0,420.0,0.0,00-0021306,162.36
2008,6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,45.0,0.0,00-0021306,20.5
2009,2,0.0,0.0,0.0,0.0,0.0,51.0,0.0,11.0,0.0,00-0021306,8.200000000000001
2002,1,0.0,0.0,0.0,0.0,0.0,57.0,0.0,4.0,0.0,00-0019725,7.1000000000000005
2002,21,0.0,0.0,0.0,0.0,1.0,9.0,0.0,256.0,2.0,00-0020464,57.5
2003,27,0.0,0.0,0.0,0.0,0.0,0.0,2.0,360.0,6.0,00-0020464,103.0
2004,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,00-0020464,12.100000000000001
2005,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,00-0020464,13.700000000000001
2001,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,00-0019547,17.0
2002,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,0.0,00-0019547,9.2
2002,0,30.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,00-0020483,0.8999999999999999
2003,0,532.0,3.0,0.0,4.0,1.0,23.0,0.0,0.0,0.0,00-0020483,25.580000000000002
2002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0019779,0.0
2004,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0019779,-2.0
2002,2,0.0,0.0,0.0,0.0,1.0,5.0,0.0,11.0,0.0,00-0020479,1.6
2003,1,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,00-0020479,2.8
2004,1,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,00-0020479,2.8000000000000003
2002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0021156,0.0
2002,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0020973,-2.0
2003,0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,00-0020973,8.1
1999,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,00-0005231,4.1
2000,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,00-0005231,13.0
2001,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,3.0,00-0005231,90.1
2002,56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,838.0,6.0,00-0005231,173.8
2003,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,2.0,00-0005231,74.80000000000001
2004,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,258.0,2.0,00-0005231,58.8
2005,50,0.0,0.0,0.0,0.0,0.0,0.0,3.0,611.0,2.0,00-0005231,129.1
2008,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169.0,1.0,00-0005231,41.900000000000006
2009,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,00-0005231,22.1
2010,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,3.0,00-0005231,53.6
2002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0021243,0.0
1999,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,7.0,00-0014544,212.2
2001,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0,2.0,00-0014544,150.9
2002,22,0.0,0.0,0.0,0.0,0.0,14.0,0.0,218.0,1.0,00-0014544,51.2
2002,0,59.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,00-0014384,3.16
2002,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,1.0,00-0020452,37.6
2003,35,6.0,0.0,0.0,0.0,0.0,-4.0,0.0,396.0,2.0,00-0020452,86.44
2004,47,0.0,0.0,0.0,0.0,0.0,6.0,0.0,641.0,3.0,00-0020452,129.7
2005,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,00-0020452,71.1
2006,37,21.0,0.0,0.0,0.0,1.0,14.0,0.0,504.0,1.0,00-0020452,93.64000000000001
2007,18,0.0,0.0,0.0,0.0,0.0,37.0,1.0,207.0,1.0,00-0020452,50.400000000000006
2003,22,0.0,0.0,0.0,0.0,0.0,17.0,0.0,243.0,3.0,00-0022072,66.0
2005,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,1.0,00-0022072,39.7
2003,4,0.0,0.0,0.0,0.0,0.0,27.0,0.0,30.0,0.0,00-0021528,9.7
2003,101,0.0,0.0,0.0,1.0,3.0,40.0,0.0,1377.0,8.0,00-0022084,282.70000000000005
2004,56,0.0,0.0,0.0,0.0,1.0,3.0,0.0,623.0,1.0,00-0022084,122.6
2005,102,0.0,0.0,0.0,0.0,1.0,45.0,1.0,1398.0,7.0,00-0022084,288.3
2006,83,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1203.0,4.0,00-0022084,230.10000000000002
2007,71,0.0,0.0,0.0,0.0,1.0,14.0,0.0,853.0,9.0,00-0022084,209.70000000000002
2008,89,0.0,0.0,0.0,0.0,3.0,67.0,0.0,1038.0,11.0,00-0022084,259.5
2009,85,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1029.0,5.0,00-0022084,214.60000000000002
2010,64,-6.0,0.0,0.0,0.0,1.0,2.0,0.0,837.0,7.0,00-0022084,187.66000000000003
2011,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887.0,3.0,00-0022084,163.7
2012,65,0.0,0.0,0.0,0.0,0.0,3.0,1.0,921.0,4.0,00-0022084,183.4
2013,85,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1179.0,7.0,00-0022084,246.0
2014,83,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1062.0,5.0,00-0022084,219.60000000000002
2015,69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,789.0,4.0,00-0022084,169.9
2016,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,8.0,00-0022084,173.4
2003,21,0.0,0.0,0.0,0.0,0.0,168.0,0.0,122.0,2.0,00-0022011,62.0
2004,22,0.0,0.0,0.0,0.0,0.0,39.0,0.0,220.0,1.0,00-0022011,53.9
2005,21,0.0,0.0,0.0,0.0,1.0,65.0,0.0,111.0,3.0,00-0022011,54.6
2006,23,0.0,0.0,1.0,0.0,1.0,106.0,0.0,168.0,3.0,00-0022011,72.4
2007,26,0.0,0.0,0.0,0.0,0.0,27.0,0.0,165.0,1.0,00-0022011,51.2
2008,9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,85.0,1.0,00-0022011,23.7
2009,19,0.0,0.0,0.0,0.0,1.0,6.0,0.0,118.0,1.0,00-0022011,35.400000000000006
2003,0,1260.0,7.0,0.0,9.0,5.0,52.0,4.0,0.0,0.0,00-0022164,63.60000000000001
2004,0,2559.0,13.0,1.0,11.0,7.0,189.0,1.0,0.0,0.0,00-0022164,145.26000000000002
2005,0,1799.0,11.0,1.0,12.0,2.0,66.0,0.0,0.0,0.0,00-0022164,100.56
2006,0,485.0,5.0,0.0,2.0,1.0,34.0,0.0,0.0,0.0,00-0022164,36.800000000000004
2007,0,1743.0,9.0,0.0,10.0,4.0,89.0,0.0,0.0,0.0,00-0022164,86.62
2009,0,899.0,3.0,0.0,6.0,2.0,76.0,0.0,0.0,0.0,00-0022164,39.56
2010,0,25.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,00-0022164,0.8
2011,0,161.0,0.0,0.0,3.0,0.0,38.0,0.0,0.0,0.0,00-0022164,4.24
2003,12,0.0,0.0,0.0,0.0,1.0,14.0,0.0,137.0,0.0,00-0022144,25.1
2004,42,0.0,0.0,0.0,0.0,1.0,76.0,0.0,481.0,0.0,00-0022144,95.7
2005,14,0.0,0.0,0.0,0.0,4.0,1.0,0.0,120.0,0.0,00-0022144,18.1
2006,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,2.0,00-0022144,91.1
2007,54,0.0,0.0,0.0,0.0,1.0,-9.0,0.0,654.0,3.0,00-0022144,134.5
2008,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,2.0,00-0022144,129.5
2009,37,0.0,0.0,0.0,0.0,0.0,11.0,0.0,367.0,2.0,00-0022144,86.80000000000001
2003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0018996,0.0
2003,0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,00-0020587,13.600000000000001
2004,4,0.0,0.0,1.0,0.0,2.0,71.0,0.0,34.0,0.0,00-0020587,16.5
2005,0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,00-0020587,10.100000000000001
2003,47,0.0,0.0,8.0,0.0,3.0,1031.0,0.0,351.0,0.0,00-0021979,227.20000000000002
2004,69,0.0,0.0,13.0,0.0,4.0,1180.0,0.0,596.0,1.0,00-0021979,322.6
2005,39,0.0,0.0,2.0,0.0,1.0,976.0,0.0,337.0,4.0,00-0021979,204.3
2003,14,32.0,0.0,2.0,0.0,0.0,212.0,0.0,105.0,1.0,00-0022057,64.98
2004,28,0.0,0.0,0.0,0.0,1.0,169.0,0.0,151.0,1.0,00-0022057,64.0
2005,3,0.0,0.0,4.0,0.0,0.0,142.0,0.0,17.0,0.0,00-0022057,42.900000000000006
2006,0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,00-0022057,2.2
2007,1,0.0,0.0,1.0,0.0,0.0,27.0,0.0,4.0,0.0,00-0022057,10.1
2003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0017077,0.0
2003,26,0.0,0.0,0.0,0.0,3.0,429.0,0.0,207.0,2.0,00-0021164,95.60000000000001
2004,9,0.0,0.0,2.0,0.0,0.0,255.0,0.0,66.0,0.0,00-0021164,53.1
2005,34,0.0,0.0,2.0,0.0,1.0,882.0,0.0,372.0,1.0,00-0021164,175.39999999999998
2006,32,0.0,0.0,3.0,0.0,2.0,897.0,0.0,159.0,0.0,00-0021164,151.6
2007,24,0.0,0.0,3.0,0.0,4.0,876.0,0.0,173.0,1.0,00-0021164,144.9
2008,16,0.0,0.0,1.0,0.0,1.0,234.0,0.0,133.0,1.0,00-0021164,62.7
2003,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0021229,-2.0
2005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0021229,0.0
2003,2,0.0,0.0,0.0,0.0,1.0,203.0,0.0,2.0,0.0,00-0022093,20.5
2004,11,0.0,0.0,1.0,0.0,1.0,126.0,0.0,68.0,0.0,00-0022093,34.400000000000006
2005,1,0.0,0.0,0.0,0.0,0.0,28.0,0.0,9.0,0.0,00-0022093,4.7
2006,13,0.0,0.0,1.0,0.0,0.0,659.0,0.0,91.0,0.0,00-0022093,94.0
2007,23,0.0,0.0,4.0,0.0,1.0,1009.0,0.0,188.0,0.0,00-0022093,164.70000000000002
2008,10,0.0,0.0,1.0,0.0,1.0,855.0,0.0,52.0,0.0,00-0022093,104.7
2009,17,0.0,0.0,3.0,0.0,0.0,491.0,0.0,113.0,0.0,00-0022093,95.39999999999999
2003,10,0.0,0.0,0.0,0.0,0.0,7.0,0.0,62.0,0.0,00-0021981,16.9
2004,37,0.0,0.0,0.0,0.0,2.0,0.0,0.0,494.0,3.0,00-0021981,100.4
2005,46,0.0,0.0,0.0,0.0,1.0,7.0,0.0,523.0,0.0,00-0021981,97.0
2006,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,1.0,00-0021981,30.6
2007,79,0.0,0.0,0.0,0.0,2.0,2.0,0.0,943.0,6.0,00-0021981,205.5
2008,35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,339.0,1.0,00-0021981,72.9
2003,47,11.0,0.0,0.0,0.0,1.0,0.0,0.0,495.0,3.0,00-0019242,112.94
2004,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.0,0.0,00-0019242,29.3
2005,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,00-0019242,43.6
2006,0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,00-0019242,-0.7
2007,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,00-0019242,9.8
2008,23,17.0,0.0,0.0,0.0,1.0,0.0,0.0,271.0,2.0,00-0019242,60.78
2003,15,0.0,0.0,4.0,0.0,2.0,255.0,0.0,102.0,0.0,00-0021750,70.7
2004,4,0.0,0.0,0.0,0.0,0.0,63.0,0.0,41.0,0.0,00-0021750,14.400000000000002
2005,4,0.0,0.0,1.0,0.0,0.0,21.0,1.0,34.0,0.0,00-0021750,17.5
2006,18,0.0,0.0,1.0,0.0,0.0,158.0,0.0,132.0,0.0,00-0021750,53.0
2003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0015781,0.0
2003,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,00-0021425,1.7000000000000002
2004,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0021425,-2.0
2005,0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,00-0021425,-1.2999999999999998
2003,0,2819.0,14.0,2.0,17.0,5.0,108.0,0.0,0.0,0.0,00-0022177,147.56
2004,1,2941.0,15.0,2.0,10.0,2.0,148.0,4.0,-7.0,0.0,00-0022177,188.74
2005,0,2123.0,15.0,2.0,5.0,3.0,67.0,0.0,0.0,0.0,00-0022177,147.62
2006,0,1158.0,7.0,2.0,5.0,0.0,41.0,0.0,0.0,0.0,00-0022177,80.41999999999999
2007,0,279.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,00-0022177,7.86
2008,0,303.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,00-0022177,26.82
2009,0,594.0,4.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,00-0022177,34.36000000000001
2010,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0022177,1.68
2012,0,272.0,0.0,1.0,1.0,0.0,31.0,0.0,0.0,0.0,00-0022177,17.98
2003,15,0.0,0.0,5.0,0.0,0.0,579.0,1.0,129.0,0.0,00-0022138,117.80000000000001
2004,36,0.0,0.0,2.0,0.0,1.0,544.0,1.0,394.0,2.0,00-0022138,153.8
2003,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0020961,-2.0
2003,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,00-0014902,0.7000000000000001
2004,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00-0014902,0.1
2006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0014902,0.0
2003,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0003139,-2.0
2003,2,0.0,0.0,0.0,0.0,2.0,102.0,0.0,25.0,0.0,00-0022116,10.700000000000001
2004,5,0.0,0.0,0.0,0.0,0.0,47.0,0.0,46.0,0.0,00-0022116,14.3
2003,1,0.0,0.0,1.0,0.0,0.0,85.0,0.0,2.0,0.0,00-0021976,15.7
2004,22,0.0,0.0,9.0,0.0,0.0,581.0,0.0,278.0,2.0,00-0021976,173.9
2005,33,0.0,0.0,20.0,0.0,4.0,1750.0,0.0,343.0,1.0,00-0021976,360.3
2006,41,0.0,0.0,17.0,0.0,2.0,1789.0,0.0,410.0,2.0,00-0021976,370.9
2007,30,0.0,0.0,3.0,0.0,1.0,559.0,0.0,186.0,1.0,00-0021976,126.5
2008,12,4.0,1.0,5.0,0.0,1.0,874.0,0.0,66.0,0.0,00-0021976,138.16
2009,15,0.0,0.0,0.0,0.0,1.0,562.0,0.0,80.0,0.0,00-0021976,77.2
2010,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,00-0021976,0.2
2011,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,00-0021976,0.2
2003,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0021898,-2.0
2001,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,329.0,1.0,00-0019976,64.9
2002,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,2.0,00-0019976,92.80000000000001
2003,32,14.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,4.0,00-0019976,106.96000000000001
2004,80,26.0,1.0,0.0,0.0,0.0,12.0,0.0,1247.0,11.0,00-0019976,276.94
2005,58,0.0,0.0,0.0,0.0,0.0,3.0,0.0,738.0,4.0,00-0019976,156.1
2006,46,0.0,0.0,0.0,0.0,1.0,0.0,1.0,737.0,3.0,00-0019976,137.7
2007,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,3.0,00-0019976,88.5
2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,00-0019976,1.4
2003,8,0.0,0.0,0.0,0.0,1.0,345.0,0.0,61.0,0.0,00-0022095,46.6
2004,10,0.0,0.0,2.0,0.0,3.0,311.0,0.0,68.0,1.0,00-0022095,59.900000000000006
2000,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273.0,0.0,00-0019642,47.3
